"ID_Beneficiario","Fecha_Intervencion","Municipio","Tipo_Actividad","Genero","Edad","Tipo_Poblacion","Costo_Intervencion","Nivel_Satisfaccion"
853,2025-06-19,"Pasto","Formación a Docentes","Masculino",14,"Lider Comunitario",114000,5
854,2025-04-11,"Cúcuta","Formación a Docentes","Masculino",34,"Lider Comunitario",243000,3
855,2025-08-08,"Pamplona","Apoyo Psicosocial","mujer",7,"Docente",37000,4
856,2024-08-12,"Pamplona","Entrega de Kits Escolares","Femenino",6,"Padre/Madre",141000,4
857,2024-10-26,"Bucaramanga","Formación a Docentes","Femenino",-4,"Padre/Madre",55000,5
858,2025-01-27,"Bucaramanga","Apoyo Psicosocial","Femenino",14,"Docente",32000,NA
859,2025-11-12,"Pasto","Formación a Docentes","No binario",19,"Lider Comunitario",244000,4
860,2025-01-03,"Bucaramanga","Adecuación de Aulas","Masculino",9,"Estudiante",141000,4
861,2025-04-29,"Cúcuta","Entrega de Kits Escolares","Masculino",18,"Estudiante",230000,4
862,2025-04-26,"cucuta","Taller de Gestión del Riesgo","F",13,"Lider Comunitario",57000,4
863,2025-08-22,"Cúcuta","Taller de Gestión del Riesgo","mujer",29,"Padre/Madre",198000,4
864,2025-08-04,"Bucaramanga","Apoyo Psicosocial","Masculino",14,"Estudiante",NA,5
865,2025-05-30,"Cúcuta","Entrega de Kits Escolares","M",27,"Padre/Madre",203000,3
866,2025-02-14,"Bucaramanga","Adecuación de Aulas","Femenino",29,"Lider Comunitario",145000,4
867,2024-12-03,"Bucaramanga","Formación a Docentes","Femenino",14,"Lider Comunitario",73000,3
868,2025-10-22,"Arauca","Formación a Docentes","Femenino",10,"Docente",248000,4
869,2025-10-03,"Tibú","Apoyo Psicosocial","Femenino",10,"Lider Comunitario",147000,2
870,2024-05-15,"Bucaramanga","Adecuación de Aulas","hombre",10,"Padre/Madre",182000,2
871,2024-05-25,"Bucaramanga","Entrega de Kits Escolares","Masculino",27,"Lider Comunitario",121000,5
872,2024-10-19,"Arauca","Adecuación de Aulas","No binario",4,"Lider Comunitario",31000,1
873,2024-05-17,"Bucaramanga","Entrega de Kits Escolares","Femenino",-6,"Padre/Madre",87000,1
874,2024-11-18,"Bucaramanga","Entrega de Kits Escolares","Femenino",16,"Estudiante",90000,4
875,2024-09-20,"Arauca","Taller de Gestión del Riesgo","Masculino",18,"Estudiante",67000,5
876,2025-12-08,"Bucaramanga","Apoyo Psicosocial","Masculino",4,"Lider Comunitario",169000,4
877,2025-02-24,"cucuta","Formación a Docentes","Femenino",12,"Lider Comunitario",148000,2
878,2024-08-05,"Arauca","Adecuación de Aulas","Masculino",11,"Estudiante",194000,4
879,2025-09-08,"Cúcuta","Adecuación de Aulas","hombre",-7,"Docente",123000,4
880,2025-10-26,"Bucaramanga","Adecuación de Aulas","Masculino",27,"Lider Comunitario",142000,4
881,2025-08-12,"Arauca","Formación a Docentes","Femenino",26,"Docente",65000,4
882,2025-01-05,"Bucaramanga","Apoyo Psicosocial","Masculino",23,"Estudiante",59000,4
883,2024-02-14,"Cúcuta","Formación a Docentes","Femenino",7,"Padre/Madre",223000,3
884,2024-08-11,"Bucaramanga","Taller de Gestión del Riesgo","hombre",10,"Lider Comunitario",32000,5
885,2024-01-08,"Cúcuta","Taller de Gestión del Riesgo","Femenino",12,"Lider Comunitario",193000,4
886,2025-04-26,"Pasto","Entrega de Kits Escolares","Masculino",-2,"Padre/Madre",118000,4
887,2025-04-22,"Cúcuta","Formación a Docentes","Femenino",8,"Docente",57000,4
888,2025-12-21,"Bucaramanga","Formación a Docentes","Masculino",0,"Estudiante",NA,3
889,2025-11-13,"Bucaramanga","Taller de Gestión del Riesgo","mujer",15,"Estudiante",224000,4
890,2025-11-18,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",13,"Padre/Madre",16000,5
891,2025-06-01,"Bucaramanga","Formación a Docentes","Femenino",8,"Lider Comunitario",24000,4
892,2025-08-14,"Bucaramanga","Apoyo Psicosocial","Masculino",14,"Estudiante",NA,4
893,2024-08-03,"Tibú","Taller de Gestión del Riesgo","Masculino",26,"Docente",176000,4
894,2024-03-31,"Cúcuta","Entrega de Kits Escolares","Femenino",0,"Docente",193000,4
895,2025-04-18,"Pasto","Adecuación de Aulas","Femenino",20,"Lider Comunitario",2e+05,4
896,2025-11-13,"Arauca","Formación a Docentes","Femenino",10,"Padre/Madre",105000,4
897,2024-02-29,"Cúcuta","Adecuación de Aulas","Masculino",6,"Estudiante",75000,2
898,2024-08-24,"Bucaramanga","Taller de Gestión del Riesgo","mujer",11,"Padre/Madre",241000,5
899,2024-05-16,"Cúcuta","Adecuación de Aulas","mujer",19,"Docente",208000,3
900,2025-12-14,"Cúcuta","Taller de Gestión del Riesgo","Femenino",12,"Lider Comunitario",16000,4
901,2024-11-26,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",32,"Docente",143000,4
902,2024-01-08,"Tibú","Adecuación de Aulas","Femenino",18,"Estudiante",96000,4
903,2024-10-23,"Bucaramanga","Entrega de Kits Escolares","Masculino",2,"Estudiante",246000,4
904,2024-04-15,"Cúcuta","Formación a Docentes","Masculino",12,"Padre/Madre",90000,4
905,2025-04-25,"Tibú","Apoyo Psicosocial","Femenino",28,"Lider Comunitario",210000,3
906,2025-10-08,"Pamplona","Entrega de Kits Escolares","Masculino",17,"Lider Comunitario",186000,4
907,2025-09-04,"Pamplona","Formación a Docentes","Masculino",24,"Docente",190000,4
908,2024-10-15,"Tibú","Entrega de Kits Escolares","Femenino",19,"Estudiante",175000,4
909,2025-04-02,"Cúcuta","Apoyo Psicosocial","Femenino",12,"Estudiante",85000,4
910,2024-11-16,"Ipiales","Taller de Gestión del Riesgo","Femenino",0,"Docente",101000,3
911,2024-06-25,"Bucaramanga","Apoyo Psicosocial","Femenino",23,"Padre/Madre",39000,4
912,2024-06-16,"Bucaramanga","Adecuación de Aulas","Masculino",15,"Docente",175000,3
913,2025-02-28,"Pamplona","Adecuación de Aulas","mujer",3,"Lider Comunitario",33000,2
914,2025-03-29,"Cúcuta","Adecuación de Aulas","Masculino",31,"Docente",210000,4
915,2025-02-21,"Pamplona","Adecuación de Aulas","Femenino",14,"Lider Comunitario",205000,4
916,2024-09-30,"Arauca","Taller de Gestión del Riesgo","mujer",15,"Estudiante",247000,4
917,2024-09-19,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",7,"Docente",56000,4
918,2025-12-08,"Bucaramanga","Apoyo Psicosocial","Femenino",29,"Estudiante",144000,3
919,2025-06-28,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",7,"Estudiante",115000,4
920,2024-12-20,NA,"Taller de Gestión del Riesgo","Masculino",5,"Padre/Madre",NA,5
921,2025-09-17,"Ipiales","Adecuación de Aulas","Masculino",15,"Padre/Madre",190000,5
922,2024-09-11,"Pamplona","Formación a Docentes","Femenino",9,"Estudiante",65000,5
923,2025-10-11,"Tibú","Taller de Gestión del Riesgo","Masculino",17,"Docente",175000,5
924,2024-02-03,"Pasto","Adecuación de Aulas","Masculino",16,"Lider Comunitario",219000,2
925,2024-04-04,"Bucaramanga","Formación a Docentes","Femenino",4,"Padre/Madre",16000,5
926,2025-07-19,"Ipiales","Entrega de Kits Escolares","Masculino",8,"Padre/Madre",134000,4
927,2024-01-19,"Tibú","Adecuación de Aulas","mujer",0,"Docente",45000,5
928,2025-03-11,"Bucaramanga","Formación a Docentes","Femenino",24,"Estudiante",91000,3
929,2025-06-24,"Cúcuta","Entrega de Kits Escolares","Masculino",-1,"Docente",183000,4
930,2024-09-22,"Cúcuta","Adecuación de Aulas","Femenino",9,"Lider Comunitario",109000,1
931,2024-12-30,"Arauca","Apoyo Psicosocial","Masculino",24,"Padre/Madre",113000,4
932,2025-02-04,"Bucaramanga","Adecuación de Aulas","Masculino",-5,"Estudiante",92000,NA
933,2024-06-25,"Bucaramanga","Apoyo Psicosocial","Masculino",-7,"Lider Comunitario",NA,5
934,2024-09-11,"Pamplona","Entrega de Kits Escolares","Femenino",4,"Estudiante",201000,4
935,2024-05-25,"Bucaramanga","Entrega de Kits Escolares","Masculino",14,"Docente",40000,4
936,2024-10-08,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",14,"Estudiante",176000,5
937,2025-04-05,"Pamplona","Adecuación de Aulas","Masculino",18,"Docente",175000,5
938,2025-07-20,"Pasto","Apoyo Psicosocial","Masculino",6,"Estudiante",21000,3
939,2025-04-26,"Bucaramanga","Adecuación de Aulas","Masculino",14,"Lider Comunitario",104000,4
940,2024-04-16,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",13,"Docente",70000,3
941,2025-09-07,"Bucaramanga","Formación a Docentes","M",7,"Estudiante",96000,5
942,2025-06-16,"Bucaramanga","Entrega de Kits Escolares","Masculino",8,"Estudiante",232000,4
943,2025-11-20,"Bucaramanga","Taller de Gestión del Riesgo","F",9,"Lider Comunitario",17000,4
944,2025-12-05,"Bucaramanga","Apoyo Psicosocial","Masculino",36,"Estudiante",77000,5
945,2025-10-12,"Arauca","Apoyo Psicosocial","Masculino",-2,"Padre/Madre",244000,4
946,2025-07-17,"Tibú","Taller de Gestión del Riesgo","Femenino",16,"Padre/Madre",33000,5
947,2025-07-10,"Cúcuta","Taller de Gestión del Riesgo","Masculino",12,"Estudiante",249000,NA
948,2024-06-01,"Arauca","Apoyo Psicosocial","Femenino",-4,"Lider Comunitario",204000,4
949,2024-07-02,"Tibú","Formación a Docentes","No binario",3,"Docente",82000,4
950,2025-03-23,"Pamplona","Formación a Docentes","Femenino",9,"Estudiante",NA,5
951,2024-11-04,"Pamplona","Formación a Docentes","Femenino",15,"Padre/Madre",213000,5
952,2024-03-24,"Ipiales","Apoyo Psicosocial","Masculino",25,"Padre/Madre",206000,4
953,2025-06-08,"Pamplona","Taller de Gestión del Riesgo","Masculino",11,"Padre/Madre",185000,3
954,2024-07-27,"Cúcuta","Adecuación de Aulas","hombre",13,"Lider Comunitario",182000,5
955,2024-07-10,"Arauca","Entrega de Kits Escolares","Masculino",16,"Lider Comunitario",NA,3
956,2025-02-28,"Cúcuta","Formación a Docentes","Masculino",26,"Lider Comunitario",117000,5
957,2025-09-14,"Bucaramanga","Entrega de Kits Escolares","F",2,"Estudiante",203000,3
958,2025-04-01,"Ipiales","Apoyo Psicosocial","Femenino",2,"Docente",246000,3
959,2025-04-05,"Cúcuta","Apoyo Psicosocial","Femenino",24,"Padre/Madre",180000,4
960,2024-01-19,"Pasto","Apoyo Psicosocial","mujer",6,"Estudiante",184000,3
961,2024-11-16,"Ipiales","Adecuación de Aulas","Femenino",13,"Docente",168000,5
962,2025-11-04,"Pasto","Adecuación de Aulas","Masculino",17,"Estudiante",45000,4
963,2024-04-15,"Arauca","Entrega de Kits Escolares","Femenino",8,"Padre/Madre",195000,4
964,2024-08-16,"Ipiales","Apoyo Psicosocial","F",13,"Padre/Madre",NA,3
965,2024-01-19,"Pasto","Entrega de Kits Escolares","Femenino",9,"Padre/Madre",159000,5
966,2024-08-17,"Ipiales","Adecuación de Aulas","Femenino",21,"Docente",135000,NA
967,2024-06-27,"Bucaramanga","Formación a Docentes","Masculino",26,"Estudiante",132000,3
968,2024-07-12,"Cúcuta","Taller de Gestión del Riesgo","Masculino",16,"Lider Comunitario",123000,5
969,2025-11-20,"Bucaramanga","Formación a Docentes","Masculino",7,"Padre/Madre",144000,4
970,2024-08-25,"Cúcuta","Formación a Docentes","Masculino",25,"Docente",236000,3
971,2024-03-11,"Bucaramanga","Formación a Docentes","Masculino",24,"Lider Comunitario",214000,4
972,2024-12-25,"Cúcuta","Entrega de Kits Escolares","Femenino",34,"Lider Comunitario",128000,5
973,2025-04-23,"Bucaramanga","Apoyo Psicosocial","No binario",21,"Lider Comunitario",45000,4
974,2025-04-26,"Ipiales","Formación a Docentes","M",-4,"Docente",74000,4
975,2024-12-25,"Cúcuta","Formación a Docentes","Masculino",6,"Docente",151000,5
976,2024-02-27,"Cúcuta","Entrega de Kits Escolares","Femenino",17,"Lider Comunitario",136000,3
977,2024-03-07,"Cúcuta","Formación a Docentes","No binario",13,"Estudiante",117000,4
978,2025-08-16,NA,"Formación a Docentes","Masculino",22,"Padre/Madre",150000,4
979,2025-10-02,"Pamplona","Taller de Gestión del Riesgo","Masculino",-2,"Padre/Madre",55000,4
980,2025-03-24,"Cúcuta","Formación a Docentes","M",10,"Estudiante",142000,4
981,2024-03-03,"Cúcuta","Entrega de Kits Escolares","Masculino",8,"Estudiante",183000,4
982,2025-01-19,"Pamplona","Entrega de Kits Escolares","No binario",13,"Docente",25000,5
983,2025-03-29,"Pamplona","Apoyo Psicosocial","No binario",7,"Docente",155000,2
984,2024-04-19,"Tibú","Taller de Gestión del Riesgo","M",7,"Estudiante",58000,3
985,2025-06-25,"Pamplona","Taller de Gestión del Riesgo","Masculino",19,"Padre/Madre",245000,5
986,2024-09-11,"Bucaramanga","Adecuación de Aulas","Femenino",7,"Padre/Madre",47000,NA
987,2025-08-20,"Bucaramanga","Apoyo Psicosocial","Masculino",6,"Docente",217000,5
988,2025-01-16,"Cúcuta","Adecuación de Aulas","hombre",17,"Docente",143000,4
989,2025-09-25,"Ipiales","Apoyo Psicosocial","Masculino",20,"Lider Comunitario",NA,1
990,2025-05-22,"Bucaramanga","Apoyo Psicosocial","Femenino",32,"Lider Comunitario",71000,4
991,2024-05-09,"Bucaramanga","Adecuación de Aulas","Femenino",4,"Padre/Madre",NA,5
992,2025-09-25,"Pamplona","Taller de Gestión del Riesgo","Masculino",21,"Lider Comunitario",21000,5
993,2025-10-18,"Pamplona","Formación a Docentes","Masculino",17,"Estudiante",201000,5
994,2025-11-11,"Bucaramanga","Adecuación de Aulas","Masculino",19,"Padre/Madre",211000,1
995,2024-07-11,"Cúcuta","Formación a Docentes","Femenino",7,"Docente",227000,3
996,2025-10-04,"Arauca","Formación a Docentes","M",32,"Lider Comunitario",225000,4
997,2025-01-08,"Tibú","Formación a Docentes","Masculino",22,"Docente",232000,2
998,2024-08-25,"Arauca","Apoyo Psicosocial","Femenino",20,"Estudiante",49000,3
999,2025-02-17,"Pamplona","Apoyo Psicosocial","F",23,"Docente",NA,3
1000,2024-08-01,"Cúcuta","Taller de Gestión del Riesgo","Masculino",11,"Docente",195000,1
1001,2024-01-26,"Bucaramanga","Formación a Docentes","Masculino",23,"Docente",NA,4
1002,2024-08-17,"Tibú","Apoyo Psicosocial","Masculino",-8,"Lider Comunitario",132000,3
1003,2024-08-12,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",-3,"Padre/Madre",26000,3
1004,2024-11-29,"Bucaramanga","Apoyo Psicosocial","Femenino",15,"Lider Comunitario",248000,3
1005,2025-12-02,"Pamplona","Formación a Docentes","M",17,"Docente",93000,4
1006,2025-04-21,"Cúcuta","Entrega de Kits Escolares","Masculino",6,"Lider Comunitario",67000,4
1007,2024-02-07,"Pasto","Formación a Docentes","M",15,"Docente",128000,5
1008,2024-10-11,"Bucaramanga","Apoyo Psicosocial","F",22,"Docente",136000,3
1009,2024-05-29,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",14,"Lider Comunitario",67000,4
1010,2025-02-17,"Bucaramanga","Formación a Docentes","Femenino",6,"Padre/Madre",196000,1
1011,2025-11-24,"Cúcuta","Formación a Docentes","Femenino",28,"Padre/Madre",197000,5
1012,2025-11-04,"Cúcuta","Adecuación de Aulas","Masculino",-1,"Estudiante",186000,3
1013,2025-05-17,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",21,"Padre/Madre",106000,4
1014,2025-04-23,"Pasto","Entrega de Kits Escolares","Femenino",23,"Padre/Madre",180000,3
1015,2025-05-25,NA,"Formación a Docentes","Femenino",8,"Docente",243000,5
1016,2024-04-01,"Bucaramanga","Apoyo Psicosocial","F",9,"Padre/Madre",75000,5
1017,2025-09-13,"Pasto","Formación a Docentes","Femenino",11,"Estudiante",90000,4
1018,2024-01-23,"Bucaramanga","Apoyo Psicosocial","Femenino",2,"Padre/Madre",29000,5
1019,2024-01-02,"Cúcuta","Formación a Docentes","Femenino",31,"Docente",125000,NA
1020,2024-09-22,"Bucaramanga","Formación a Docentes","Femenino",-8,"Lider Comunitario",194000,4
1021,2024-05-10,"Bucaramanga","Apoyo Psicosocial","Masculino",9,"Padre/Madre",137000,5
1022,2024-02-23,"Cúcuta","Adecuación de Aulas","mujer",21,"Estudiante",164000,NA
1023,2025-03-27,"Cúcuta","Formación a Docentes","Masculino",19,"Estudiante",189000,3
1024,2024-07-27,"Arauca","Adecuación de Aulas","Femenino",28,"Lider Comunitario",208000,4
1025,2024-07-21,"Bucaramanga","Taller de Gestión del Riesgo","M",7,"Docente",171000,4
1026,2024-05-20,"Bucaramanga","Formación a Docentes","Masculino",-7,"Padre/Madre",206000,3
1027,2024-08-17,"Arauca","Taller de Gestión del Riesgo","Femenino",0,"Lider Comunitario",64000,4
1028,2025-12-05,"Pamplona","Adecuación de Aulas","M",12,"Padre/Madre",37000,NA
1029,2024-08-11,"Ipiales","Entrega de Kits Escolares","Femenino",31,"Lider Comunitario",38000,5
1030,2024-09-11,"Tibú","Entrega de Kits Escolares","Femenino",9,"Padre/Madre",167000,4
1031,2025-05-31,"Ipiales","Taller de Gestión del Riesgo","Femenino",6,"Docente",131000,5
1032,2024-04-25,"Pasto","Formación a Docentes","Masculino",19,"Lider Comunitario",224000,4
1033,2024-02-12,"Cúcuta","Apoyo Psicosocial","Femenino",9,"Estudiante",99000,4
1034,2025-10-29,"Bucaramanga","Adecuación de Aulas","Femenino",2,"Lider Comunitario",47000,5
1035,2025-09-02,"Bucaramanga","Apoyo Psicosocial","Femenino",43,"Docente",218000,5
1036,2025-11-10,"Bucaramanga","Entrega de Kits Escolares","F",28,"Estudiante",170000,1
1037,2024-08-01,"Ipiales","Apoyo Psicosocial","Masculino",2,"Padre/Madre",113000,NA
1038,2024-09-06,"Ipiales","Entrega de Kits Escolares","Femenino",13,"Lider Comunitario",NA,4
1039,2025-11-22,NA,"Adecuación de Aulas","Masculino",31,"Docente",89000,4
1040,2025-06-24,"Tibú","Taller de Gestión del Riesgo","Masculino",-1,"Estudiante",86000,3
1041,2024-09-28,"Bucaramanga","Entrega de Kits Escolares","Masculino",18,"Estudiante",182000,5
1042,2024-05-14,"Bucaramanga","Formación a Docentes","Masculino",22,"Docente",231000,4
1043,2025-03-14,"Pamplona","Taller de Gestión del Riesgo","Femenino",32,"Estudiante",125000,5
1044,2025-05-17,"Ipiales","Adecuación de Aulas","Femenino",12,"Lider Comunitario",NA,5
1045,2025-08-14,"Pamplona","Adecuación de Aulas","Masculino",8,"Docente",103000,3
1046,2024-07-18,"Arauca","Apoyo Psicosocial","Femenino",26,"Estudiante",117000,4
1047,2025-01-22,"Bucaramanga","Apoyo Psicosocial","F",13,"Padre/Madre",107000,4
1048,2024-03-18,"Tibú","Formación a Docentes","M",38,"Docente",236000,2
1049,2025-12-18,"Pasto","Formación a Docentes","Femenino",13,"Docente",88000,4
1050,2024-11-30,"Pamplona","Taller de Gestión del Riesgo","Masculino",6,"Padre/Madre",241000,4
1051,2025-09-02,"Cúcuta","Entrega de Kits Escolares","Femenino",31,"Padre/Madre",194000,4
1052,2024-05-30,"Cúcuta","Apoyo Psicosocial","No binario",25,"Lider Comunitario",139000,4
1053,2025-07-31,"Bucaramanga","Formación a Docentes","mujer",21,"Lider Comunitario",47000,5
1054,2024-10-18,"Cúcuta","Entrega de Kits Escolares","Femenino",21,"Lider Comunitario",185000,5
1055,2024-05-30,"Ipiales","Entrega de Kits Escolares","M",-2,"Docente",240000,3
1056,2024-03-30,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",21,"Estudiante",235000,4
1057,2025-05-27,"Arauca","Entrega de Kits Escolares","Femenino",28,"Padre/Madre",53000,4
1058,2025-10-11,"Cúcuta ","Taller de Gestión del Riesgo","Masculino",15,"Docente",55000,2
1059,2024-12-08,"Arauca","Apoyo Psicosocial","No binario",-8,"Estudiante",129000,4
1060,2024-08-06,"Pasto","Adecuación de Aulas","Masculino",20,"Docente",109000,1
1061,2025-07-20,"Pasto","Entrega de Kits Escolares","Masculino",40,"Estudiante",92000,5
1062,2025-12-28,"Bucaramanga","Formación a Docentes","Masculino",15,"Lider Comunitario",128000,2
1063,2025-08-09,"Tibú","Adecuación de Aulas","Femenino",16,"Estudiante",NA,3
1064,2025-12-25,"Tibú","Apoyo Psicosocial","M",-3,"Docente",99000,5
1065,2025-05-22,"Cúcuta","Apoyo Psicosocial","Femenino",15,"Lider Comunitario",142000,3
1066,2024-09-28,"Bucaramanga","Formación a Docentes","Femenino",20,"Padre/Madre",188000,4
1067,2024-01-30,"Pamplona","Adecuación de Aulas","Femenino",37,"Padre/Madre",71000,4
1068,2024-11-16,"Bucaramanga","Adecuación de Aulas","Femenino",28,"Docente",NA,5
1069,2025-03-28,"Cúcuta","Entrega de Kits Escolares","Masculino",35,"Estudiante",143000,4
1070,2024-06-11,"Pasto","Apoyo Psicosocial","Femenino",31,"Estudiante",15000,5
1071,2025-09-16,"Pasto","Adecuación de Aulas","Femenino",10,"Docente",217000,5
1072,2025-02-14,"Ipiales","Entrega de Kits Escolares","Masculino",20,"Lider Comunitario",93000,3
1073,2025-10-28,"Cúcuta","Entrega de Kits Escolares","Femenino",-1,"Docente",1e+05,4
1074,2024-02-05,"Cúcuta","Formación a Docentes","Masculino",22,"Docente",181000,3
1075,2024-07-06,"Arauca","Apoyo Psicosocial","Masculino",21,"Lider Comunitario",99000,4
1076,2024-12-28,"Cúcuta","Apoyo Psicosocial","hombre",17,"Lider Comunitario",86000,4
1077,2024-01-05,"Pasto","Adecuación de Aulas","Masculino",14,"Estudiante",159000,5
